videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0016,preperioneal dissection,02:24,07:04
RALIHR_surgeon01_fps01_0016,reduction of hernia,07:04,11:26
RALIHR_surgeon01_fps01_0016,transitionary idle,11:26,12:12
RALIHR_surgeon01_fps01_0016,positioning suture,12:12,13:17
RALIHR_surgeon01_fps01_0016,primary hernia repair,13:17,16:42
RALIHR_surgeon01_fps01_0016,positioning suture,16:42,16:57
RALIHR_surgeon01_fps01_0016,transitionary idle,16:57,17:02
RALIHR_surgeon01_fps01_0016,mesh placement,17:02,18:07
RALIHR_surgeon01_fps01_0016,stationary idle,18:07,18:21
RALIHR_surgeon01_fps01_0016,transitionary idle,18:21,18:29
RALIHR_surgeon01_fps01_0016,mesh placement,18:29,21:57
RALIHR_surgeon01_fps01_0016,transitionary idle,21:57,22:08
RALIHR_surgeon01_fps01_0016,catheter insertion,22:08,23:07
RALIHR_surgeon01_fps01_0016,transitionary idle,23:07,23:33
RALIHR_surgeon01_fps01_0016,positioning suture,23:33,24:18
RALIHR_surgeon01_fps01_0016,peritoneal closure,24:18,35:14
RALIHR_surgeon01_fps01_0016,positioning suture,35:14,36:18
RALIHR_surgeon01_fps01_0016,transitionary idle,36:18,36:21
RALIHR_surgeon01_fps01_0016,positioning suture,36:21,36:44
RALIHR_surgeon01_fps01_0016,transitionary idle,36:44,37:15
RALIHR_surgeon01_fps01_0017,stationary idle,00:00,00:46
RALIHR_surgeon01_fps01_0017,transitionary idle,00:46,00:54
RALIHR_surgeon01_fps01_0017,mesh positioning,00:54,00:56
RALIHR_surgeon01_fps01_0017,transitionary idle,00:56,01:09
RALIHR_surgeon01_fps01_0017,peritoneal scoring,01:09,02:45
RALIHR_surgeon01_fps01_0017,preperioneal dissection,02:45,06:09
RALIHR_surgeon01_fps01_0017,reduction of hernia,06:09,17:10
RALIHR_surgeon01_fps01_0017,transitionary idle,17:10,18:29
RALIHR_surgeon01_fps01_0017,positioning suture,18:29,18:57
RALIHR_surgeon01_fps01_0017,transitionary idle,18:57,25:23
RALIHR_surgeon01_fps01_0017,stationary idle,25:23,26:02
RALIHR_surgeon01_fps01_0017,transitionary idle,26:02,27:05
RALIHR_surgeon01_fps01_0017,mesh placement,27:05,29:17
RALIHR_surgeon01_fps01_0017,transitionary idle,29:17,30:45
RALIHR_surgeon01_fps01_0017,catheter insertion,30:45,31:09
RALIHR_surgeon01_fps01_0017,transitionary idle,31:09,31:13
RALIHR_surgeon01_fps01_0017,positioning suture,31:13,31:27
RALIHR_surgeon01_fps01_0017,peritoneal closure,31:27,32:07
RALIHR_surgeon01_fps01_0017,transitionary idle,32:07,33:21
RALIHR_surgeon01_fps01_0017,positioning suture,33:21,34:19
RALIHR_surgeon01_fps01_0017,peritoneal closure,34:19,36:40
RALIHR_surgeon01_fps01_0017,stationary idle,36:40,37:05
RALIHR_surgeon01_fps01_0017,transitionary idle,37:05,37:16
RALIHR_surgeon01_fps01_0017,stationary idle,37:16,37:53
RALIHR_surgeon01_fps01_0017,positioning suture,37:53,38:20
RALIHR_surgeon01_fps01_0017,peritoneal closure,38:20,50:19
RALIHR_surgeon01_fps01_0017,positioning suture,50:19,51:21
RALIHR_surgeon01_fps01_0017,transitionary idle,51:21,51:35
RALIHR_surgeon01_fps01_0017,stationary idle,51:35,51:49
RALIHR_surgeon01_fps01_0018,transitionary idle,00:00,00:12
RALIHR_surgeon01_fps01_0018,positioning suture,00:12,00:30
RALIHR_surgeon01_fps01_0018,transitionary idle,00:30,00:49
RALIHR_surgeon01_fps01_0018,peritoneal scoring,00:49,02:08
RALIHR_surgeon01_fps01_0018,preperioneal dissection,02:08,06:10
RALIHR_surgeon01_fps01_0018,reduction of hernia,06:10,14:13
RALIHR_surgeon01_fps01_0018,transitionary idle,14:13,14:19
RALIHR_surgeon01_fps01_0018,mesh placement,14:19,14:53
RALIHR_surgeon01_fps01_0018,transitionary idle,14:53,15:08
RALIHR_surgeon01_fps01_0018,peritoneal scoring,15:08,17:13
RALIHR_surgeon01_fps01_0018,preperioneal dissection,17:13,20:25
RALIHR_surgeon01_fps01_0018,reduction of hernia,20:25,28:18
RALIHR_surgeon01_fps01_0018,transitionary idle,28:18,28:22
RALIHR_surgeon01_fps01_0018,mesh placement,28:22,29:04
RALIHR_surgeon01_fps01_0018,transitionary idle,29:04,29:44
RALIHR_surgeon01_fps01_0018,mesh placement,29:44,31:31
RALIHR_surgeon01_fps01_0018,transitionary idle,31:31,31:39
RALIHR_surgeon01_fps01_0018,mesh placement,31:39,33:58
RALIHR_surgeon01_fps01_0018,transitionary idle,33:58,34:18
RALIHR_surgeon01_fps01_0018,catheter insertion,34:18,34:50
RALIHR_surgeon01_fps01_0018,transitionary idle,34:50,34:59
RALIHR_surgeon01_fps01_0018,mesh placement,34:59,35:37
RALIHR_surgeon01_fps01_0018,transitionary idle,35:37,35:42
RALIHR_surgeon01_fps01_0018,positioning suture,35:42,35:49
RALIHR_surgeon01_fps01_0018,peritoneal closure,35:49,48:02
RALIHR_surgeon01_fps01_0018,transitionary idle,48:02,48:11
RALIHR_surgeon01_fps01_0018,positioning suture,48:11,48:20
RALIHR_surgeon01_fps01_0018,peritoneal closure,48:20,51:34
RALIHR_surgeon01_fps01_0018,positioning suture,51:34,53:48
RALIHR_surgeon01_fps01_0018,peritoneal closure,53:48,55:44
RALIHR_surgeon01_fps01_0018,positioning suture,55:44,56:03
RALIHR_surgeon01_fps01_0018,peritoneal closure,56:03,57:45
RALIHR_surgeon01_fps01_0018,positioning suture,57:45,58:17
RALIHR_surgeon01_fps01_0018,transitionary idle,58:17,58:42
RALIHR_surgeon01_fps01_0019,transitionary idle,00:00,00:09
RALIHR_surgeon01_fps01_0019,positioning suture,00:09,00:13
RALIHR_surgeon01_fps01_0019,transitionary idle,00:13,00:28
RALIHR_surgeon01_fps01_0019,mesh positioning,00:28,00:48
RALIHR_surgeon01_fps01_0019,transitionary idle,00:48,00:54
RALIHR_surgeon01_fps01_0019,peritoneal scoring,00:54,02:36
RALIHR_surgeon01_fps01_0019,preperioneal dissection,02:36,05:40
RALIHR_surgeon01_fps01_0019,reduction of hernia,05:40,15:18
RALIHR_surgeon01_fps01_0019,transitionary idle,15:18,15:29
RALIHR_surgeon01_fps01_0019,mesh positioning,15:29,15:31
RALIHR_surgeon01_fps01_0019,transitionary idle,15:31,16:07
RALIHR_surgeon01_fps01_0019,mesh placement,16:07,19:50
RALIHR_surgeon01_fps01_0019,transitionary idle,19:50,20:08
RALIHR_surgeon01_fps01_0019,catheter insertion,20:08,20:47
RALIHR_surgeon01_fps01_0019,transitionary idle,20:47,20:53
RALIHR_surgeon01_fps01_0019,positioning suture,20:53,21:05
RALIHR_surgeon01_fps01_0019,peritoneal closure,21:05,25:35
RALIHR_surgeon01_fps01_0019,positioning suture,25:35,25:54
RALIHR_surgeon01_fps01_0019,peritoneal closure,25:54,26:45
RALIHR_surgeon01_fps01_0019,positioning suture,26:45,27:29
RALIHR_surgeon01_fps01_0019,transitionary idle,27:29,28:09
RALIHR_surgeon01_fps01_0019,positioning suture,28:09,28:42
RALIHR_surgeon01_fps01_0019,peritoneal closure,28:42,33:37
RALIHR_surgeon01_fps01_0019,positioning suture,33:37,34:22
RALIHR_surgeon01_fps01_0019,transitionary idle,34:22,34:42
RALIHR_surgeon01_fps01_0020,transitionary idle,00:00:00,00:00:22
RALIHR_surgeon01_fps01_0020,positioning suture,00:00:22,00:01:00
RALIHR_surgeon01_fps01_0020,transitionary idle,00:01:00,00:01:29
RALIHR_surgeon01_fps01_0020,peritoneal scoring,00:01:29,00:04:05
RALIHR_surgeon01_fps01_0020,preperioneal dissection,00:04:05,00:06:24
RALIHR_surgeon01_fps01_0020,reduction of hernia,00:06:24,00:09:49
RALIHR_surgeon01_fps01_0020,transitionary idle,00:09:49,00:10:14
RALIHR_surgeon01_fps01_0020,mesh placement,00:10:14,00:14:09
RALIHR_surgeon01_fps01_0020,transitionary idle,00:14:09,00:15:14
RALIHR_surgeon01_fps01_0020,catheter insertion,00:15:14,00:15:49
RALIHR_surgeon01_fps01_0020,transitionary idle,00:15:49,00:16:38
RALIHR_surgeon01_fps01_0020,positioning suture,00:16:38,00:16:54
RALIHR_surgeon01_fps01_0020,peritoneal closure,00:16:54,00:21:27
RALIHR_surgeon01_fps01_0020,positioning suture,00:21:27,00:21:35
RALIHR_surgeon01_fps01_0020,peritoneal closure,00:21:35,00:22:45
RALIHR_surgeon01_fps01_0020,positioning suture,00:22:45,00:23:23
RALIHR_surgeon01_fps01_0020,transitionary idle,00:23:23,00:24:58
RALIHR_surgeon01_fps01_0020,peritoneal scoring,00:24:58,00:25:26
RALIHR_surgeon01_fps01_0020,transitionary idle,00:25:26,00:25:37
RALIHR_surgeon01_fps01_0020,out of body,00:25:37,00:25:56
RALIHR_surgeon01_fps01_0020,transitionary idle,00:25:56,00:26:17
RALIHR_surgeon01_fps01_0020,peritoneal scoring,00:26:17,00:32:06
RALIHR_surgeon01_fps01_0020,preperioneal dissection,00:32:06,00:44:04
RALIHR_surgeon01_fps01_0020,reduction of hernia,00:44:04,00:56:47
RALIHR_surgeon01_fps01_0020,transitionary idle,00:56:47,00:57:05
RALIHR_surgeon01_fps01_0020,mesh placement,00:57:05,01:03:36
RALIHR_surgeon01_fps01_0020,stationary idle,01:03:36,01:04:05
RALIHR_surgeon01_fps01_0020,transitionary idle,01:04:05,01:04:14
RALIHR_surgeon01_fps01_0020,mesh placement,01:04:14,01:08:05
RALIHR_surgeon01_fps01_0020,transitionary idle,01:08:05,01:08:43
RALIHR_surgeon01_fps01_0020,positioning suture,01:08:43,01:09:11
RALIHR_surgeon01_fps01_0020,peritoneal closure,01:09:11,01:17:14
RALIHR_surgeon01_fps01_0020,positioning suture,01:17:14,01:18:12
RALIHR_surgeon01_fps01_0020,stationary idle,01:18:12,01:18:31
RALIHR_surgeon01_fps01_0020,positioning suture,01:18:31,01:19:06
RALIHR_surgeon01_fps01_0020,out of body,01:19:06,01:19:32
RALIHR_surgeon01_fps01_0020,positioning suture,01:19:32,01:19:39
RALIHR_surgeon01_fps01_0020,peritoneal closure,01:19:39,01:22:19
RALIHR_surgeon01_fps01_0020,positioning suture,01:22:19,01:22:57
RALIHR_surgeon01_fps01_0020,transitionary idle,01:22:57,01:23:07
RALIHR_surgeon01_fps01_0021,mesh positioning,00:00,00:04
RALIHR_surgeon01_fps01_0021,transitionary idle,00:04,00:21
RALIHR_surgeon01_fps01_0021,peritoneal scoring,00:21,01:17
RALIHR_surgeon01_fps01_0021,preperioneal dissection,01:17,06:22
RALIHR_surgeon01_fps01_0021,reduction of hernia,06:22,15:29
RALIHR_surgeon01_fps01_0021,transitionary idle,15:29,15:38
RALIHR_surgeon01_fps01_0021,mesh placement,15:38,23:50
RALIHR_surgeon01_fps01_0021,transitionary idle,23:50,24:04
RALIHR_surgeon01_fps01_0021,positioning suture,24:04,24:19
RALIHR_surgeon01_fps01_0021,peritoneal closure,24:19,24:25
RALIHR_surgeon01_fps01_0021,catheter insertion,24:25,25:28
RALIHR_surgeon01_fps01_0021,transitionary idle,25:28,25:33
RALIHR_surgeon01_fps01_0021,positioning suture,25:33,25:37
RALIHR_surgeon01_fps01_0021,peritoneal closure,25:37,35:06
RALIHR_surgeon01_fps01_0021,positioning suture,35:06,35:49
RALIHR_surgeon01_fps01_0021,transitionary idle,35:49,35:59
RALIHR_surgeon01_fps01_0022,transitionary idle,00:00,00:07
RALIHR_surgeon01_fps01_0022,adhesiolysis,00:07,01:41
RALIHR_surgeon01_fps01_0022,transitionary idle,01:41,01:47
RALIHR_surgeon01_fps01_0022,positioning suture,01:47,02:06
RALIHR_surgeon01_fps01_0022,transitionary idle,02:06,02:20
RALIHR_surgeon01_fps01_0022,peritoneal scoring,02:20,03:44
RALIHR_surgeon01_fps01_0022,preperioneal dissection,03:44,06:32
RALIHR_surgeon01_fps01_0022,reduction of hernia,06:32,12:42
RALIHR_surgeon01_fps01_0022,transitionary idle,12:42,13:19
RALIHR_surgeon01_fps01_0022,mesh placement,13:19,17:22
RALIHR_surgeon01_fps01_0022,transitionary idle,17:22,18:04
RALIHR_surgeon01_fps01_0022,catheter insertion,18:04,18:10
RALIHR_surgeon01_fps01_0022,transitionary idle,18:10,18:16
RALIHR_surgeon01_fps01_0022,positioning suture,18:16,18:23
RALIHR_surgeon01_fps01_0022,catheter insertion,18:23,18:32
RALIHR_surgeon01_fps01_0022,positioning suture,18:32,18:56
RALIHR_surgeon01_fps01_0022,peritoneal closure,18:56,32:08
RALIHR_surgeon01_fps01_0022,positioning suture,32:08,32:57
RALIHR_surgeon01_fps01_0022,transitionary idle,32:57,33:05
RALIHR_surgeon01_fps01_0023,transitionary idle,00:00:00,00:00:07
RALIHR_surgeon01_fps01_0023,peritoneal scoring,00:00:07,00:05:10
RALIHR_surgeon01_fps01_0023,preperioneal dissection,00:05:10,00:08:23
RALIHR_surgeon01_fps01_0023,reduction of hernia,00:08:23,00:10:08
RALIHR_surgeon01_fps01_0023,preperioneal dissection,00:10:08,00:16:50
RALIHR_surgeon01_fps01_0023,reduction of hernia,00:16:50,00:26:09
RALIHR_surgeon01_fps01_0023,preperioneal dissection,00:26:09,00:27:06
RALIHR_surgeon01_fps01_0023,transitionary idle,00:27:06,00:27:20
RALIHR_surgeon01_fps01_0023,preperioneal dissection,00:27:20,00:29:27
RALIHR_surgeon01_fps01_0023,transitionary idle,00:29:27,00:29:37
RALIHR_surgeon01_fps01_0023,reduction of hernia,00:29:37,00:37:01
RALIHR_surgeon01_fps01_0023,transitionary idle,00:37:01,00:37:06
RALIHR_surgeon01_fps01_0023,mesh placement,00:37:06,00:37:39
RALIHR_surgeon01_fps01_0023,transitionary idle,00:37:39,00:37:51
RALIHR_surgeon01_fps01_0023,positioning suture,00:37:51,00:38:04
RALIHR_surgeon01_fps01_0023,transitionary idle,00:38:04,00:38:50
RALIHR_surgeon01_fps01_0023,mesh placement,00:38:50,00:43:21
RALIHR_surgeon01_fps01_0023,transitionary idle,00:43:21,00:45:04
RALIHR_surgeon01_fps01_0023,catheter insertion,00:45:04,00:45:40
RALIHR_surgeon01_fps01_0023,transitionary idle,00:45:40,00:45:51
RALIHR_surgeon01_fps01_0023,positioning suture,00:45:51,00:46:00
RALIHR_surgeon01_fps01_0023,peritoneal closure,00:46:00,00:52:07
RALIHR_surgeon01_fps01_0023,positioning suture,00:52:07,00:53:41
RALIHR_surgeon01_fps01_0023,peritoneal closure,00:53:41,00:56:04
RALIHR_surgeon01_fps01_0023,positioning suture,00:56:04,00:58:40
RALIHR_surgeon01_fps01_0023,peritoneal closure,00:58:40,01:00:27
RALIHR_surgeon01_fps01_0023,positioning suture,01:00:27,01:00:47
RALIHR_surgeon01_fps01_0023,peritoneal closure,01:00:47,01:01:47
RALIHR_surgeon01_fps01_0023,positioning suture,01:01:47,01:02:20
RALIHR_surgeon01_fps01_0023,transitionary idle,01:02:20,01:02:35
RALIHR_surgeon01_fps01_0024,preperioneal dissection,00:00,05:03
RALIHR_surgeon01_fps01_0024,transitionary idle,05:03,05:07
RALIHR_surgeon01_fps01_0024,positioning suture,05:07,05:25
RALIHR_surgeon01_fps01_0024,transitionary idle,05:25,05:30
RALIHR_surgeon01_fps01_0024,mesh positioning,05:30,05:35
RALIHR_surgeon01_fps01_0024,transitionary idle,05:35,05:42
RALIHR_surgeon01_fps01_0024,reduction of hernia,05:42,11:18
RALIHR_surgeon01_fps01_0024,transitionary idle,11:18,11:36
RALIHR_surgeon01_fps01_0024,reduction of hernia,11:36,18:29
RALIHR_surgeon01_fps01_0024,transitionary idle,18:29,19:34
RALIHR_surgeon01_fps01_0024,out of body,19:34,21:17
RALIHR_surgeon01_fps01_0024,transitionary idle,21:17,21:37
RALIHR_surgeon01_fps01_0024,out of body,21:37,22:07
RALIHR_surgeon01_fps01_0024,transitionary idle,22:07,22:29
RALIHR_surgeon01_fps01_0024,mesh placement,22:29,26:05
RALIHR_surgeon01_fps01_0024,transitionary idle,26:05,27:33
RALIHR_surgeon01_fps01_0024,catheter insertion,27:33,28:09
RALIHR_surgeon01_fps01_0024,transitionary idle,28:09,28:19
RALIHR_surgeon01_fps01_0024,positioning suture,28:19,28:33
RALIHR_surgeon01_fps01_0024,peritoneal closure,28:33,39:07
RALIHR_surgeon01_fps01_0024,positioning suture,39:07,40:48
RALIHR_surgeon01_fps01_0024,peritoneal closure,40:48,48:27
RALIHR_surgeon01_fps01_0024,positioning suture,48:27,48:51
RALIHR_surgeon01_fps01_0024,transitionary idle,48:51,49:06
RALIHR_surgeon01_fps01_0025,transitionary idle,00:00:00,00:00:16
RALIHR_surgeon01_fps01_0025,positioning suture,00:00:16,00:01:17
RALIHR_surgeon01_fps01_0025,transitionary idle,00:01:17,00:01:27
RALIHR_surgeon01_fps01_0025,mesh positioning,00:01:27,00:01:39
RALIHR_surgeon01_fps01_0025,transitionary idle,00:01:39,00:01:48
RALIHR_surgeon01_fps01_0025,peritoneal scoring,00:01:48,00:02:53
RALIHR_surgeon01_fps01_0025,preperioneal dissection,00:02:53,00:05:34
RALIHR_surgeon01_fps01_0025,reduction of hernia,00:05:34,00:09:37
RALIHR_surgeon01_fps01_0025,transitionary idle,00:09:37,00:09:42
RALIHR_surgeon01_fps01_0025,mesh placement,00:09:42,00:12:36
RALIHR_surgeon01_fps01_0025,transitionary idle,00:12:36,00:13:03
RALIHR_surgeon01_fps01_0025,peritoneal scoring,00:13:03,00:13:27
RALIHR_surgeon01_fps01_0025,transitionary idle,00:13:27,00:13:39
RALIHR_surgeon01_fps01_0025,stationary idle,00:13:39,00:14:05
RALIHR_surgeon01_fps01_0025,transitionary idle,00:14:05,00:14:29
RALIHR_surgeon01_fps01_0025,peritoneal scoring,00:14:29,00:18:45
RALIHR_surgeon01_fps01_0025,preperioneal dissection,00:18:45,00:27:10
RALIHR_surgeon01_fps01_0025,reduction of hernia,00:27:10,00:37:35
RALIHR_surgeon01_fps01_0025,transitionary idle,00:37:35,00:38:23
RALIHR_surgeon01_fps01_0025,mesh placement,00:38:23,00:48:45
RALIHR_surgeon01_fps01_0025,transitionary idle,00:48:45,00:48:48
RALIHR_surgeon01_fps01_0025,catheter insertion,00:48:48,00:49:20
RALIHR_surgeon01_fps01_0025,transitionary idle,00:49:20,00:49:31
RALIHR_surgeon01_fps01_0025,positioning suture,00:49:31,00:49:38
RALIHR_surgeon01_fps01_0025,peritoneal closure,00:49:38,00:53:29
RALIHR_surgeon01_fps01_0025,positioning suture,00:53:29,00:53:52
RALIHR_surgeon01_fps01_0025,peritoneal closure,00:53:52,00:56:14
RALIHR_surgeon01_fps01_0025,positioning suture,00:56:14,00:58:26
RALIHR_surgeon01_fps01_0025,peritoneal closure,00:58:26,01:07:13
RALIHR_surgeon01_fps01_0025,positioning suture,01:07:13,01:07:48
RALIHR_surgeon01_fps01_0026,transitionary idle,00:00:00,00:00:16
RALIHR_surgeon01_fps01_0026,positioning suture,00:00:16,00:00:27
RALIHR_surgeon01_fps01_0026,transitionary idle,00:00:27,00:00:29
RALIHR_surgeon01_fps01_0026,mesh positioning,00:00:29,00:00:47
RALIHR_surgeon01_fps01_0026,transitionary idle,00:00:47,00:01:02
RALIHR_surgeon01_fps01_0026,peritoneal scoring,00:01:02,00:02:25
RALIHR_surgeon01_fps01_0026,preperioneal dissection,00:02:25,00:05:59
RALIHR_surgeon01_fps01_0026,reduction of hernia,00:05:59,00:33:05
RALIHR_surgeon01_fps01_0026,transitionary idle,00:33:05,00:33:15
RALIHR_surgeon01_fps01_0026,mesh placement,00:33:15,00:33:57
RALIHR_surgeon01_fps01_0026,transitionary idle,00:33:57,00:34:04
RALIHR_surgeon01_fps01_0026,stationary idle,00:34:04,00:34:14
RALIHR_surgeon01_fps01_0026,out of body,00:34:14,00:34:46
RALIHR_surgeon01_fps01_0026,transitionary idle,00:34:46,00:35:05
RALIHR_surgeon01_fps01_0026,adhesiolysis,00:35:05,00:35:44
RALIHR_surgeon01_fps01_0026,transitionary idle,00:35:44,00:36:06
RALIHR_surgeon01_fps01_0026,peritoneal scoring,00:36:06,00:37:13
RALIHR_surgeon01_fps01_0026,preperioneal dissection,00:37:13,00:37:44
RALIHR_surgeon01_fps01_0026,out of body,00:37:44,00:38:10
RALIHR_surgeon01_fps01_0026,transitionary idle,00:38:10,00:38:17
RALIHR_surgeon01_fps01_0026,out of body,00:38:17,00:38:31
RALIHR_surgeon01_fps01_0026,transitionary idle,00:38:31,00:38:37
RALIHR_surgeon01_fps01_0026,peritoneal scoring,00:38:37,00:38:56
RALIHR_surgeon01_fps01_0026,preperioneal dissection,00:38:56,00:46:24
RALIHR_surgeon01_fps01_0026,reduction of hernia,00:46:24,00:50:11
RALIHR_surgeon01_fps01_0026,transitionary idle,00:50:11,00:50:23
RALIHR_surgeon01_fps01_0026,reduction of hernia,00:50:23,00:51:02
RALIHR_surgeon01_fps01_0026,transitionary idle,00:51:02,00:51:19
RALIHR_surgeon01_fps01_0026,mesh placement,00:51:19,00:51:38
RALIHR_surgeon01_fps01_0026,transitionary idle,00:51:38,00:51:41
RALIHR_surgeon01_fps01_0026,stationary idle,00:51:41,00:51:57
RALIHR_surgeon01_fps01_0026,transitionary idle,00:51:57,00:52:32
RALIHR_surgeon01_fps01_0026,mesh placement,00:52:32,00:56:08
RALIHR_surgeon01_fps01_0026,transitionary idle,00:56:08,00:56:13
RALIHR_surgeon01_fps01_0026,mesh placement,00:56:13,00:59:11
RALIHR_surgeon01_fps01_0026,transitionary idle,00:59:11,00:59:41
RALIHR_surgeon01_fps01_0026,positioning suture,00:59:41,01:00:08
RALIHR_surgeon01_fps01_0026,peritoneal closure,01:00:08,01:05:58
RALIHR_surgeon01_fps01_0026,positioning suture,01:05:58,01:06:29
RALIHR_surgeon01_fps01_0026,peritoneal closure,01:06:29,01:10:22
RALIHR_surgeon01_fps01_0026,positioning suture,01:10:22,01:13:18
RALIHR_surgeon01_fps01_0026,peritoneal closure,01:13:18,01:26:13
RALIHR_surgeon01_fps01_0026,positioning suture,01:26:13,01:27:26
RALIHR_surgeon01_fps01_0026,peritoneal closure,01:27:26,01:35:58
RALIHR_surgeon01_fps01_0026,positioning suture,01:35:58,01:36:11
RALIHR_surgeon01_fps01_0026,transitionary idle,01:36:11,01:40:18
RALIHR_surgeon01_fps01_0026,catheter insertion,01:40:18,01:40:39
RALIHR_surgeon01_fps01_0026,transitionary idle,01:40:39,01:40:43
RALIHR_surgeon01_fps01_0026,positioning suture,01:40:43,01:40:52
RALIHR_surgeon01_fps01_0026,peritoneal closure,01:40:52,01:42:42
RALIHR_surgeon01_fps01_0026,positioning suture,01:42:42,01:43:36
RALIHR_surgeon01_fps01_0026,transitionary idle,01:43:36,01:43:48
RALIHR_surgeon01_fps01_0026,stationary idle,01:43:48,01:44:08
RALIHR_surgeon01_fps01_0027,transitionary idle,00:00,00:17
RALIHR_surgeon01_fps01_0027,peritoneal scoring,00:17,02:58
RALIHR_surgeon01_fps01_0027,preperioneal dissection,02:58,12:17
RALIHR_surgeon01_fps01_0027,reduction of hernia,12:17,14:51
RALIHR_surgeon01_fps01_0027,transitionary idle,14:51,14:55
RALIHR_surgeon01_fps01_0027,stationary idle,14:55,15:32
RALIHR_surgeon01_fps01_0027,transitionary idle,15:32,15:58
RALIHR_surgeon01_fps01_0027,reduction of hernia,15:58,18:24
RALIHR_surgeon01_fps01_0027,transitionary idle,18:24,18:45
RALIHR_surgeon01_fps01_0027,mesh positioning,18:45,19:16
RALIHR_surgeon01_fps01_0027,transitionary idle,19:16,19:20
RALIHR_surgeon01_fps01_0027,stationary idle,19:20,19:30
RALIHR_surgeon01_fps01_0027,transitionary idle,19:30,19:35
RALIHR_surgeon01_fps01_0027,out of body,19:35,19:59
RALIHR_surgeon01_fps01_0027,transitionary idle,19:59,20:17
RALIHR_surgeon01_fps01_0027,mesh placement,20:17,23:14
RALIHR_surgeon01_fps01_0027,transitionary idle,23:14,23:27
RALIHR_surgeon01_fps01_0027,positioning suture,23:27,23:45
RALIHR_surgeon01_fps01_0027,peritoneal closure,23:45,30:11
RALIHR_surgeon01_fps01_0027,positioning suture,30:11,30:38
RALIHR_surgeon01_fps01_0028,transitionary idle,00:00,00:14
RALIHR_surgeon01_fps01_0028,mesh positioning,00:14,00:25
RALIHR_surgeon01_fps01_0028,transitionary idle,00:25,00:28
RALIHR_surgeon01_fps01_0028,positioning suture,00:28,00:46
RALIHR_surgeon01_fps01_0028,transitionary idle,00:46,01:00
RALIHR_surgeon01_fps01_0028,mesh positioning,01:00,01:02
RALIHR_surgeon01_fps01_0028,transitionary idle,01:02,01:12
RALIHR_surgeon01_fps01_0028,peritoneal scoring,01:12,02:42
RALIHR_surgeon01_fps01_0028,preperioneal dissection,02:42,05:57
RALIHR_surgeon01_fps01_0028,blurry,05:57,06:18
RALIHR_surgeon01_fps01_0028,out of body,06:18,07:04
RALIHR_surgeon01_fps01_0028,transitionary idle,07:04,07:17
RALIHR_surgeon01_fps01_0028,preperioneal dissection,07:17,10:31
RALIHR_surgeon01_fps01_0028,reduction of hernia,10:31,13:09
RALIHR_surgeon01_fps01_0028,transitionary idle,13:09,13:26
RALIHR_surgeon01_fps01_0028,mesh placement,13:26,16:25
RALIHR_surgeon01_fps01_0028,transitionary idle,16:25,16:30
RALIHR_surgeon01_fps01_0028,catheter insertion,16:30,16:59
RALIHR_surgeon01_fps01_0028,transitionary idle,16:59,17:47
RALIHR_surgeon01_fps01_0028,stationary idle,17:47,18:16
RALIHR_surgeon01_fps01_0028,transitionary idle,18:16,18:22
RALIHR_surgeon01_fps01_0028,peritoneal scoring,18:22,20:46
RALIHR_surgeon01_fps01_0028,preperioneal dissection,20:46,31:24
RALIHR_surgeon01_fps01_0028,reduction of hernia,31:24,35:25
RALIHR_surgeon01_fps01_0028,transitionary idle,35:25,35:58
RALIHR_surgeon01_fps01_0028,stationary idle,35:58,36:24
RALIHR_surgeon01_fps01_0028,transitionary idle,36:24,36:44
RALIHR_surgeon01_fps01_0028,mesh placement,36:44,41:04
RALIHR_surgeon01_fps01_0028,transitionary idle,41:04,41:25
RALIHR_surgeon01_fps01_0028,mesh placement,41:25,42:23
RALIHR_surgeon01_fps01_0028,transitionary idle,42:23,42:34
RALIHR_surgeon01_fps01_0028,positioning suture,42:34,42:48
RALIHR_surgeon01_fps01_0028,peritoneal closure,42:48,49:05
RALIHR_surgeon01_fps01_0028,positioning suture,49:05,49:59
RALIHR_surgeon01_fps01_0028,peritoneal closure,49:59,56:43
RALIHR_surgeon01_fps01_0028,positioning suture,56:43,57:18
RALIHR_surgeon01_fps01_0029,transitionary idle,00:00,00:10
RALIHR_surgeon01_fps01_0029,mesh positioning,00:10,00:12
RALIHR_surgeon01_fps01_0029,transitionary idle,00:12,00:17
RALIHR_surgeon01_fps01_0029,positioning suture,00:17,00:25
RALIHR_surgeon01_fps01_0029,transitionary idle,00:25,01:16
RALIHR_surgeon01_fps01_0029,peritoneal scoring,01:16,02:03
RALIHR_surgeon01_fps01_0029,preperioneal dissection,02:03,03:30
RALIHR_surgeon01_fps01_0029,peritoneal scoring,03:30,03:41
RALIHR_surgeon01_fps01_0029,preperioneal dissection,03:41,06:33
RALIHR_surgeon01_fps01_0029,reduction of hernia,06:33,18:17
RALIHR_surgeon01_fps01_0029,transitionary idle,18:17,18:21
RALIHR_surgeon01_fps01_0029,stationary idle,18:21,18:33
RALIHR_surgeon01_fps01_0029,transitionary idle,18:33,18:38
RALIHR_surgeon01_fps01_0029,mesh placement,18:38,18:51
RALIHR_surgeon01_fps01_0029,transitionary idle,18:51,19:59
RALIHR_surgeon01_fps01_0029,mesh placement,19:59,24:09
RALIHR_surgeon01_fps01_0029,transitionary idle,24:09,24:41
